vin	V(vout)
Step Information: Vref=0  (Run: 1/3)
3.129999999999977e+00	2.165091e-03
3.139999999999977e+00	2.171992e-03
3.149999999999977e+00	2.178892e-03
3.159999999999977e+00	2.185792e-03
3.169999999999976e+00	2.192693e-03
3.179999999999976e+00	2.199593e-03
3.189999999999976e+00	2.206493e-03
3.199999999999976e+00	2.213394e-03
3.209999999999976e+00	2.220294e-03
3.219999999999975e+00	2.227195e-03
3.229999999999975e+00	2.234095e-03
3.239999999999975e+00	2.240995e-03
3.249999999999975e+00	2.247896e-03
3.259999999999974e+00	2.254796e-03
3.269999999999974e+00	2.261696e-03
3.279999999999974e+00	2.268597e-03
3.289999999999974e+00	2.275497e-03
3.299999999999974e+00	2.282397e-03
3.309999999999973e+00	2.289298e-03
3.319999999999973e+00	2.296198e-03
3.329999999999973e+00	2.303099e-03
3.339999999999973e+00	2.309999e-03
3.349999999999973e+00	2.316899e-03
3.359999999999972e+00	2.323800e-03
3.369999999999972e+00	2.330700e-03
3.379999999999972e+00	2.337601e-03
3.389999999999972e+00	2.344501e-03
3.399999999999971e+00	2.351401e-03
3.409999999999971e+00	2.358302e-03
3.419999999999971e+00	2.365202e-03
3.429999999999971e+00	2.372103e-03
3.439999999999971e+00	2.379003e-03
3.449999999999970e+00	2.385903e-03
3.459999999999970e+00	2.392804e-03
3.469999999999970e+00	2.399704e-03
3.479999999999970e+00	2.406605e-03
3.489999999999970e+00	2.413505e-03
3.499999999999969e+00	2.420406e-03
3.509999999999969e+00	2.427306e-03
3.519999999999969e+00	2.434206e-03
3.529999999999969e+00	2.441107e-03
3.539999999999969e+00	2.448007e-03
3.549999999999968e+00	2.454908e-03
3.559999999999968e+00	2.461808e-03
3.569999999999968e+00	2.468709e-03
3.579999999999968e+00	2.475609e-03
3.589999999999967e+00	2.482510e-03
3.599999999999967e+00	2.489410e-03
3.609999999999967e+00	2.496311e-03
3.619999999999967e+00	2.503211e-03
3.629999999999967e+00	2.510112e-03
3.639999999999966e+00	2.517012e-03
3.649999999999966e+00	2.523912e-03
3.659999999999966e+00	2.530813e-03
3.669999999999966e+00	2.537713e-03
3.679999999999966e+00	2.544614e-03
3.689999999999965e+00	2.551514e-03
3.699999999999965e+00	2.558415e-03
3.709999999999965e+00	2.565315e-03
3.719999999999965e+00	2.572216e-03
3.729999999999964e+00	2.579116e-03
3.739999999999964e+00	2.586017e-03
3.749999999999964e+00	2.592918e-03
3.759999999999964e+00	2.599818e-03
3.769999999999964e+00	2.606719e-03
3.779999999999963e+00	2.613619e-03
3.789999999999963e+00	2.620520e-03
3.799999999999963e+00	2.627420e-03
3.809999999999963e+00	2.634321e-03
3.819999999999963e+00	2.641221e-03
3.829999999999962e+00	2.648122e-03
3.839999999999962e+00	2.655022e-03
3.849999999999962e+00	2.661923e-03
3.859999999999962e+00	2.668823e-03
3.869999999999961e+00	2.675724e-03
3.879999999999961e+00	2.682624e-03
3.889999999999961e+00	2.689525e-03
3.899999999999961e+00	2.696426e-03
3.909999999999961e+00	2.703326e-03
3.919999999999960e+00	2.710227e-03
3.929999999999960e+00	2.717127e-03
3.939999999999960e+00	2.724028e-03
3.949999999999960e+00	2.730929e-03
3.959999999999960e+00	2.737829e-03
3.969999999999959e+00	2.744730e-03
3.979999999999959e+00	2.751630e-03
3.989999999999959e+00	2.758531e-03
3.999999999999959e+00	2.765432e-03
4.009999999999959e+00	2.772332e-03
4.019999999999959e+00	2.779233e-03
4.029999999999959e+00	2.786133e-03
4.039999999999958e+00	2.793034e-03
4.049999999999958e+00	2.799934e-03
4.059999999999958e+00	2.806835e-03
4.069999999999958e+00	2.813736e-03
4.079999999999957e+00	2.820636e-03
4.089999999999957e+00	2.827537e-03
4.099999999999957e+00	2.834438e-03
4.109999999999957e+00	2.841338e-03
4.119999999999957e+00	2.848239e-03
4.129999999999956e+00	2.855140e-03
4.139999999999956e+00	2.862040e-03
4.149999999999956e+00	2.868941e-03
4.159999999999956e+00	2.875842e-03
4.169999999999956e+00	2.882742e-03
4.179999999999955e+00	2.889643e-03
4.189999999999955e+00	2.896544e-03
4.199999999999955e+00	2.903444e-03
4.209999999999955e+00	2.910345e-03
4.219999999999954e+00	2.917246e-03
4.229999999999954e+00	2.924146e-03
4.239999999999954e+00	2.931047e-03
4.249999999999954e+00	2.937948e-03
4.259999999999954e+00	2.944849e-03
4.269999999999953e+00	2.951749e-03
4.279999999999953e+00	2.958650e-03
4.289999999999953e+00	2.965551e-03
4.299999999999953e+00	2.972451e-03
4.309999999999953e+00	2.979352e-03
4.319999999999952e+00	2.986253e-03
4.329999999999952e+00	2.993154e-03
4.339999999999952e+00	3.000054e-03
4.349999999999952e+00	3.006955e-03
4.359999999999951e+00	3.013856e-03
4.369999999999951e+00	3.020756e-03
4.379999999999951e+00	3.027657e-03
4.389999999999951e+00	3.034558e-03
4.399999999999951e+00	3.041459e-03
4.409999999999950e+00	3.048360e-03
4.419999999999950e+00	3.055260e-03
4.429999999999950e+00	3.062161e-03
4.439999999999950e+00	3.069062e-03
4.449999999999950e+00	3.075963e-03
4.459999999999949e+00	3.082864e-03
4.469999999999949e+00	3.089764e-03
4.479999999999949e+00	3.096665e-03
4.489999999999949e+00	3.103566e-03
4.499999999999948e+00	3.110467e-03
4.509999999999948e+00	3.117367e-03
4.519999999999948e+00	3.124268e-03
4.529999999999948e+00	3.131169e-03
4.539999999999948e+00	3.138070e-03
4.549999999999947e+00	3.144971e-03
4.559999999999947e+00	3.151871e-03
4.569999999999947e+00	3.158772e-03
4.579999999999947e+00	3.165673e-03
4.589999999999947e+00	3.172574e-03
4.599999999999946e+00	3.179475e-03
4.609999999999946e+00	3.186376e-03
4.619999999999946e+00	3.193276e-03
4.629999999999946e+00	3.200177e-03
4.639999999999946e+00	3.207078e-03
4.649999999999945e+00	3.213979e-03
4.659999999999945e+00	3.220880e-03
4.669999999999945e+00	3.227781e-03
4.679999999999945e+00	3.234682e-03
4.689999999999944e+00	3.241583e-03
4.699999999999944e+00	3.248483e-03
4.709999999999944e+00	3.255384e-03
4.719999999999944e+00	3.262285e-03
4.729999999999944e+00	3.269186e-03
4.739999999999943e+00	3.276087e-03
4.749999999999943e+00	3.282988e-03
4.759999999999943e+00	3.289889e-03
4.769999999999943e+00	3.296790e-03
4.779999999999943e+00	3.303691e-03
4.789999999999942e+00	3.310592e-03
4.799999999999942e+00	3.317493e-03
4.809999999999942e+00	3.324393e-03
4.819999999999942e+00	3.331295e-03
4.829999999999941e+00	3.338195e-03
4.839999999999941e+00	3.345096e-03
4.849999999999941e+00	3.351997e-03
4.859999999999941e+00	3.358898e-03
4.869999999999941e+00	3.365799e-03
4.879999999999940e+00	3.372700e-03
4.889999999999940e+00	3.379601e-03
4.899999999999940e+00	3.386502e-03
4.909999999999940e+00	3.393403e-03
4.919999999999940e+00	3.400304e-03
4.929999999999939e+00	3.407205e-03
4.939999999999939e+00	3.414106e-03
4.949999999999939e+00	3.421007e-03
4.959999999999939e+00	3.427908e-03
4.969999999999938e+00	3.434809e-03
4.979999999999938e+00	3.441710e-03
4.989999999999938e+00	3.448611e-03
5.000000000000000e+00	3.455512e-03
Step Information: Vref=1  (Run: 2/3)
0.000000000000000e+00	2.999969e+00
1.000000000000000e-02	2.979969e+00
2.000000000000000e-02	2.959969e+00
3.000000000000000e-02	2.939969e+00
4.000000000000000e-02	2.919969e+00
5.000000000000000e-02	2.899969e+00
6.000000000000000e-02	2.879969e+00
7.000000000000001e-02	2.859969e+00
8.000000000000000e-02	2.839969e+00
9.000000000000000e-02	2.819969e+00
9.999999999999999e-02	2.799969e+00
1.100000000000000e-01	2.779969e+00
1.200000000000000e-01	2.759969e+00
1.300000000000000e-01	2.739969e+00
1.400000000000000e-01	2.719969e+00
1.500000000000000e-01	2.699969e+00
1.600000000000000e-01	2.679970e+00
1.700000000000000e-01	2.659970e+00
1.800000000000000e-01	2.639970e+00
1.900000000000000e-01	2.619970e+00
2.000000000000000e-01	2.599970e+00
2.100000000000000e-01	2.579970e+00
2.200000000000001e-01	2.559970e+00
2.300000000000001e-01	2.539970e+00
2.400000000000001e-01	2.519970e+00
2.500000000000001e-01	2.499970e+00
2.600000000000001e-01	2.479970e+00
2.700000000000001e-01	2.459970e+00
2.800000000000001e-01	2.439970e+00
2.900000000000001e-01	2.419970e+00
3.000000000000001e-01	2.399970e+00
3.100000000000001e-01	2.379970e+00
3.200000000000001e-01	2.359970e+00
3.300000000000001e-01	2.339970e+00
3.400000000000001e-01	2.319971e+00
3.500000000000001e-01	2.299971e+00
3.600000000000002e-01	2.279971e+00
3.700000000000002e-01	2.259971e+00
3.800000000000002e-01	2.239971e+00
3.900000000000002e-01	2.219971e+00
4.000000000000002e-01	2.199971e+00
4.100000000000002e-01	2.179971e+00
4.200000000000002e-01	2.159971e+00
4.300000000000002e-01	2.139971e+00
4.400000000000002e-01	2.119971e+00
4.500000000000002e-01	2.099971e+00
4.600000000000002e-01	2.079971e+00
4.700000000000003e-01	2.059971e+00
4.800000000000003e-01	2.039971e+00
4.900000000000003e-01	2.019971e+00
5.000000000000002e-01	1.999972e+00
5.100000000000002e-01	1.979972e+00
5.200000000000002e-01	1.959972e+00
5.300000000000002e-01	1.939972e+00
5.400000000000003e-01	1.919972e+00
5.500000000000003e-01	1.899972e+00
5.600000000000003e-01	1.879972e+00
5.700000000000003e-01	1.859972e+00
5.800000000000003e-01	1.839972e+00
5.900000000000003e-01	1.819972e+00
6.000000000000003e-01	1.799972e+00
6.100000000000003e-01	1.779972e+00
6.200000000000003e-01	1.759972e+00
6.300000000000003e-01	1.739972e+00
6.400000000000003e-01	1.719972e+00
6.500000000000004e-01	1.699972e+00
6.600000000000004e-01	1.679973e+00
6.700000000000004e-01	1.659973e+00
6.800000000000004e-01	1.639973e+00
6.900000000000004e-01	1.619973e+00
7.000000000000004e-01	1.599973e+00
7.100000000000004e-01	1.579973e+00
7.200000000000004e-01	1.559973e+00
7.300000000000004e-01	1.539973e+00
7.400000000000004e-01	1.519973e+00
7.500000000000004e-01	1.499973e+00
7.600000000000005e-01	1.479973e+00
7.700000000000005e-01	1.459973e+00
7.800000000000005e-01	1.439973e+00
7.900000000000005e-01	1.419973e+00
8.000000000000005e-01	1.399973e+00
8.100000000000005e-01	1.379973e+00
8.200000000000005e-01	1.359973e+00
8.300000000000005e-01	1.339973e+00
8.400000000000005e-01	1.319974e+00
8.500000000000005e-01	1.299974e+00
8.600000000000005e-01	1.279974e+00
8.700000000000006e-01	1.259974e+00
8.800000000000006e-01	1.239974e+00
8.900000000000006e-01	1.219974e+00
9.000000000000006e-01	1.199974e+00
9.100000000000006e-01	1.179974e+00
9.200000000000006e-01	1.159974e+00
9.300000000000006e-01	1.139974e+00
9.400000000000006e-01	1.119974e+00
9.500000000000006e-01	1.099974e+00
9.600000000000006e-01	1.079974e+00
9.700000000000006e-01	1.059974e+00
9.800000000000006e-01	1.039974e+00
9.900000000000007e-01	1.019974e+00
1.000000000000001e+00	9.999745e-01
1.010000000000001e+00	9.799746e-01
1.020000000000001e+00	9.599746e-01
1.030000000000001e+00	9.399747e-01
1.040000000000001e+00	9.199748e-01
1.050000000000001e+00	8.999749e-01
1.060000000000001e+00	8.799749e-01
1.070000000000001e+00	8.599750e-01
1.080000000000001e+00	8.399751e-01
1.090000000000001e+00	8.199751e-01
1.100000000000001e+00	7.999752e-01
1.110000000000001e+00	7.799752e-01
1.120000000000001e+00	7.599753e-01
1.130000000000001e+00	7.399753e-01
1.140000000000001e+00	7.199754e-01
1.150000000000001e+00	6.999755e-01
1.160000000000001e+00	6.799755e-01
1.170000000000001e+00	6.599756e-01
1.180000000000001e+00	6.399757e-01
1.190000000000001e+00	6.199757e-01
1.200000000000001e+00	5.999758e-01
1.210000000000001e+00	5.799758e-01
1.220000000000001e+00	5.599759e-01
1.230000000000001e+00	5.399759e-01
1.240000000000001e+00	5.199760e-01
1.250000000000001e+00	4.999761e-01
1.260000000000001e+00	4.799761e-01
1.270000000000001e+00	4.599762e-01
1.280000000000001e+00	4.399763e-01
1.290000000000001e+00	4.199764e-01
1.300000000000001e+00	3.999764e-01
1.310000000000001e+00	3.799765e-01
1.320000000000001e+00	3.599765e-01
1.330000000000001e+00	3.399766e-01
1.340000000000001e+00	3.199767e-01
1.350000000000001e+00	2.999767e-01
1.360000000000001e+00	2.799768e-01
1.370000000000001e+00	2.599768e-01
1.380000000000001e+00	2.399769e-01
1.390000000000001e+00	2.199770e-01
1.400000000000001e+00	1.999770e-01
1.410000000000001e+00	1.799771e-01
1.420000000000001e+00	1.599772e-01
1.430000000000001e+00	1.399772e-01
1.440000000000001e+00	1.199773e-01
1.450000000000001e+00	9.997740e-02
1.460000000000001e+00	7.997748e-02
1.470000000000001e+00	5.997887e-02
1.480000000000001e+00	3.998693e-02
1.490000000000001e+00	2.001289e-02
1.500000000000001e+00	1.777126e-03
1.510000000000001e+00	1.194886e-03
1.520000000000001e+00	1.147565e-03
1.530000000000001e+00	1.130547e-03
1.540000000000001e+00	1.123427e-03
1.550000000000001e+00	1.120840e-03
1.560000000000001e+00	1.120808e-03
1.570000000000001e+00	1.122380e-03
1.580000000000001e+00	1.125037e-03
1.590000000000001e+00	1.128466e-03
1.600000000000001e+00	1.132469e-03
1.610000000000001e+00	1.136860e-03
1.620000000000001e+00	1.141666e-03
1.630000000000001e+00	1.146746e-03
1.640000000000001e+00	1.152052e-03
1.650000000000001e+00	1.157547e-03
1.660000000000001e+00	1.163202e-03
1.670000000000001e+00	1.168991e-03
1.680000000000001e+00	1.174897e-03
1.690000000000001e+00	1.180905e-03
1.700000000000001e+00	1.187000e-03
1.710000000000001e+00	1.193173e-03
1.720000000000001e+00	1.199413e-03
1.730000000000001e+00	1.205715e-03
1.740000000000001e+00	1.212071e-03
1.750000000000001e+00	1.218475e-03
1.760000000000001e+00	1.224922e-03
1.770000000000001e+00	1.231409e-03
1.780000000000001e+00	1.237931e-03
1.790000000000001e+00	1.244484e-03
1.800000000000001e+00	1.251067e-03
1.810000000000001e+00	1.257676e-03
1.820000000000001e+00	1.264308e-03
1.830000000000001e+00	1.270963e-03
1.840000000000001e+00	1.277637e-03
1.850000000000001e+00	1.284329e-03
1.860000000000001e+00	1.291038e-03
1.870000000000001e+00	1.297763e-03
1.880000000000001e+00	1.304501e-03
1.890000000000001e+00	1.311252e-03
1.900000000000001e+00	1.318015e-03
1.910000000000001e+00	1.324788e-03
1.920000000000001e+00	1.331571e-03
1.930000000000001e+00	1.338364e-03
1.940000000000002e+00	1.345164e-03
1.950000000000002e+00	1.351973e-03
1.960000000000002e+00	1.358788e-03
1.970000000000002e+00	1.365611e-03
1.980000000000002e+00	1.372439e-03
1.990000000000002e+00	1.379272e-03
2.000000000000001e+00	1.386111e-03
2.010000000000001e+00	1.392955e-03
2.020000000000001e+00	1.399802e-03
2.030000000000001e+00	1.406654e-03
2.040000000000000e+00	1.413510e-03
2.050000000000000e+00	1.420369e-03
2.060000000000000e+00	1.427231e-03
2.070000000000000e+00	1.434096e-03
2.080000000000000e+00	1.440963e-03
2.089999999999999e+00	1.447833e-03
2.099999999999999e+00	1.454706e-03
2.109999999999999e+00	1.461581e-03
2.119999999999999e+00	1.468457e-03
2.129999999999999e+00	1.475335e-03
2.139999999999998e+00	1.482215e-03
2.149999999999998e+00	1.489097e-03
2.159999999999998e+00	1.495980e-03
2.169999999999998e+00	1.502864e-03
2.179999999999997e+00	1.509749e-03
2.189999999999997e+00	1.516636e-03
2.199999999999997e+00	1.523523e-03
2.209999999999997e+00	1.530412e-03
2.219999999999997e+00	1.537301e-03
2.229999999999996e+00	1.544192e-03
2.239999999999996e+00	1.551083e-03
2.249999999999996e+00	1.557974e-03
2.259999999999996e+00	1.564867e-03
2.269999999999996e+00	1.571760e-03
2.279999999999995e+00	1.578653e-03
